instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
0,window,0.7007,0,0.00,0,0,KRW,excluded (non-movable)
1,window,0.2638,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.4030,0,0.00,0,0,KRW,excluded (non-movable)
3,ceiling,3.2313,0,0.00,0,0,KRW,excluded (non-movable)
4,bed,6.1869,38000,1.10,45000,258611,KRW,
5,doorframe,0.9568,0,0.00,0,0,KRW,excluded (non-movable)
6,pillow,0.1509,18000,1.00,5000,5000,KRW,
7,couch,2.4119,42000,1.15,55000,116494,KRW,
8,wardrobe,0.8903,35000,1.20,60000,60000,KRW,
9,cabinet,1.3390,36000,1.10,40000,53024,KRW,
10,container,0.1522,15000,1.00,0,2284,KRW,rate from 'default'
11,pillow,0.1075,18000,1.00,5000,5000,KRW,
12,bag,0.0643,15000,1.00,0,964,KRW,rate from 'default'
13,container,0.0778,15000,1.00,0,1167,KRW,rate from 'default'
14,box,0.0953,25000,1.00,8000,8000,KRW,
0,ceiling,1.3195,0,0.00,0,0,KRW,excluded (non-movable)
1,ceiling light,0.0265,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,picture,0.0418,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,pillow,0.0130,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,bed,1.2858,38000,1.10,45000,53745,KRW,
5,picture,0.0417,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,bed,1.2935,38000,1.10,45000,54070,KRW,
7,picture,0.0480,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,pillow,0.0047,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.5909,0,0.00,0,0,KRW,excluded (non-movable)
1,bed,3.2100,38000,1.10,45000,134176,KRW,
2,window,0.4656,0,0.00,0,0,KRW,excluded (non-movable)
3,ceiling light,0.0120,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,window,0.1061,0,0.00,0,0,KRW,excluded (non-movable)
5,pillow,0.0210,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
