instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
4,shelf,0.5261,32000,1.05,30000,30000,KRW,
5,sign,0.0429,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,window,0.5563,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,0.7606,32000,1.05,30000,30000,KRW,
1,clothes,0.1618,15000,1.00,0,2427,KRW,rate from 'default'
0,clothes,0.2074,15000,1.00,0,3111,KRW,rate from 'default'
1,bag,0.0380,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,bag,0.0142,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,doorframe,0.9405,0,0.00,0,0,KRW,excluded (non-movable)
4,closet rod,0.5272,15000,1.00,0,7908,KRW,rate from 'default'
5,light switch,0.0006,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,clothes,0.5279,15000,1.00,0,7919,KRW,rate from 'default'
1,ceiling,0.0815,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,0.2878,32000,1.05,30000,30000,KRW,
0,clothes,0.2558,15000,1.00,0,3838,KRW,rate from 'default'
1,clothes,0.0345,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,pipe,0.4843,0,0.00,0,0,KRW,excluded (non-movable)
0,object,0.0354,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,ceiling,0.0218,0,0.00,0,0,KRW,excluded (non-movable)
2,shelf,0.4798,32000,1.05,30000,30000,KRW,
3,toilet paper,0.0140,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,mirror,0.1579,55000,1.60,25000,25000,KRW,
5,cabinet,0.9931,36000,1.10,40000,40000,KRW,
6,pipe,2.4539,0,0.00,0,0,KRW,excluded (non-movable)
7,book,0.0441,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,shelf,0.3839,32000,1.05,30000,30000,KRW,
1,shelf,0.3736,32000,1.05,30000,30000,KRW,
2,book,0.0192,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,book,0.0280,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0067,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,shelf,1.2446,32000,1.05,30000,41820,KRW,
0,ceiling,0.2292,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.4982,32000,1.05,30000,30000,KRW,
2,shelf,0.0442,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,shelf,0.5492,32000,1.05,30000,30000,KRW,
4,cabinet,1.2675,36000,1.10,40000,50191,KRW,
5,tube,1.3179,15000,1.00,0,19769,KRW,rate from 'default'
6,box,0.0272,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
7,box,0.0577,25000,1.00,8000,8000,KRW,
8,box,0.0336,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.1549,0,0.00,0,0,KRW,excluded (non-movable)
1,sink,0.0922,15000,1.00,0,1383,KRW,rate from 'default'
2,shelf,1.6823,32000,1.05,30000,56527,KRW,
3,cabinet,0.1796,36000,1.10,40000,40000,KRW,
4,cabinet,0.3957,36000,1.10,40000,40000,KRW,
5,bottle,0.0044,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,basket,0.0751,15000,1.00,0,1126,KRW,rate from 'default'
7,curtain,0.0817,18000,1.00,8000,8000,KRW,
8,ceiling light,0.0141,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,clothes,0.2372,15000,1.00,0,3558,KRW,rate from 'default'
10,fire extinguisher,0.0261,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
11,counter,0.2841,15000,1.00,0,4262,KRW,rate from 'default'
12,cabinet,0.5224,36000,1.10,40000,40000,KRW,
0,stairs,15.9995,0,0.00,0,0,KRW,excluded (non-movable)
1,person,1.4304,15000,1.00,0,21456,KRW,rate from 'default'
0,shelf,0.1438,32000,1.05,30000,30000,KRW,
0,bookshelf,0.9982,36000,1.10,40000,40000,KRW,
0,ceiling,0.2624,0,0.00,0,0,KRW,excluded (non-movable)
1,book,0.0598,15000,1.00,0,896,KRW,rate from 'default'
2,book,0.0682,15000,1.00,0,1022,KRW,rate from 'default'
3,shelf,3.0949,32000,1.05,30000,103990,KRW,
4,book,0.0502,15000,1.00,0,753,KRW,rate from 'default'
5,book,0.0823,15000,1.00,0,1235,KRW,rate from 'default'
6,bookshelf,0.9212,36000,1.10,40000,40000,KRW,
7,book,0.0376,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,book,0.0783,15000,1.00,0,1174,KRW,rate from 'default'
9,book,0.0229,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
10,door,0.0182,0,0.00,0,0,KRW,excluded (non-movable)
11,box,0.1116,25000,1.00,8000,8000,KRW,
0,bookshelf,2.4251,36000,1.10,40000,96032,KRW,
1,book,0.0621,15000,1.00,0,932,KRW,rate from 'default'
0,door,0.6361,0,0.00,0,0,KRW,excluded (non-movable)
0,bag,0.0321,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,door,0.3299,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.1071,0,0.00,0,0,KRW,excluded (non-movable)
0,book,0.1602,15000,1.00,0,2404,KRW,rate from 'default'
1,bookshelf,1.2293,36000,1.10,40000,48678,KRW,
2,shelf,0.4960,32000,1.05,30000,30000,KRW,
0,shelf,0.7627,32000,1.05,30000,30000,KRW,
0,door,0.0384,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.8733,32000,1.05,30000,30000,KRW,
2,doorframe,0.4123,0,0.00,0,0,KRW,excluded (non-movable)
0,book,0.0280,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0178,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0144,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,ceiling,0.4107,0,0.00,0,0,KRW,excluded (non-movable)
4,book,0.1111,15000,1.00,0,1667,KRW,rate from 'default'
5,book,0.0541,15000,1.00,0,811,KRW,rate from 'default'
6,shelf,1.9743,32000,1.05,30000,66336,KRW,
7,book,0.0800,15000,1.00,0,1200,KRW,rate from 'default'
8,book,0.0719,15000,1.00,0,1079,KRW,rate from 'default'
9,door,0.1431,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,3.2657,32000,1.05,30000,109729,KRW,
1,ceiling,0.7849,0,0.00,0,0,KRW,excluded (non-movable)
2,box,0.0245,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,box,0.0204,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,box,0.0531,25000,1.00,8000,8000,KRW,
0,stairs,0.2457,0,0.00,0,0,KRW,excluded (non-movable)
1,box,0.5602,25000,1.00,8000,14004,KRW,
2,box,0.0444,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,suitcase,0.0821,15000,1.00,0,1232,KRW,rate from 'default'
0,book,0.0382,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.1221,15000,1.00,0,1832,KRW,rate from 'default'
2,door,0.0537,0,0.00,0,0,KRW,excluded (non-movable)
3,bookshelf,1.4105,36000,1.10,40000,55856,KRW,
4,ceiling,0.5058,0,0.00,0,0,KRW,excluded (non-movable)
5,book,0.3712,15000,1.00,0,5568,KRW,rate from 'default'
6,doorframe,0.5914,0,0.00,0,0,KRW,excluded (non-movable)
7,bookshelf,0.5471,36000,1.10,40000,40000,KRW,

,total_volume_m3,69.4097,,,,,,non-movable items excluded
,items_subtotal,,,,,2934358,KRW,
,base_labor_fee,,,,,0,KRW,
,pre_vat,,,,,2934358,KRW,
,VAT,,,,,293436,KRW,
,TOTAL,,,,,3227794,KRW,
