instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
1,ceiling,0.0087,0,0.00,0,0,KRW,excluded (non-movable)
2,book,0.5826,15000,1.00,0,8739,KRW,rate from 'default'
3,bookshelf,0.8237,36000,1.10,40000,40000,KRW,
4,doorframe,0.4901,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.3300,0,0.00,0,0,KRW,excluded (non-movable)
1,curtain,1.5894,18000,1.00,8000,28609,KRW,
2,radiator,0.2381,0,0.00,0,0,KRW,excluded (non-movable)
3,picture,0.0420,0,0.00,0,0,KRW,skipped (< 0.05 m^3)

,total_volume_m3,101.1790,,,,,,non-movable items excluded
,items_subtotal,,,,,3487996,KRW,
,base_labor_fee,,,,,0,KRW,
,pre_vat,,,,,3487996,KRW,
,VAT,,,,,348800,KRW,
,TOTAL,,,,,3836796,KRW,
