instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
4,book,0.1404,15000,1.00,0,2106,KRW,rate from 'default'
5,book,0.0781,15000,1.00,0,1171,KRW,rate from 'default'
6,bookshelf,2.1494,36000,1.10,40000,85114,KRW,
7,book,0.0400,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,book,0.0299,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,book,0.1460,15000,1.00,0,2190,KRW,rate from 'default'
10,book,0.0813,15000,1.00,0,1219,KRW,rate from 'default'
11,book,0.0199,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.7815,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.3296,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.8247,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.1145,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.3110,32000,1.05,30000,30000,KRW,
0,door,0.4012,0,0.00,0,0,KRW,excluded (non-movable)
1,door,0.2722,0,0.00,0,0,KRW,excluded (non-movable)
2,doorframe,0.2067,0,0.00,0,0,KRW,excluded (non-movable)
3,door,0.3292,0,0.00,0,0,KRW,excluded (non-movable)
4,doorframe,0.1685,0,0.00,0,0,KRW,excluded (non-movable)
0,door,1.1851,0,0.00,0,0,KRW,excluded (non-movable)
0,clothes,0.1601,15000,1.00,0,2402,KRW,rate from 'default'
0,book,0.0371,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,bookshelf,0.7540,36000,1.10,40000,40000,KRW,
2,book,0.3814,15000,1.00,0,5721,KRW,rate from 'default'
3,book,0.0468,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0199,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,book,0.2888,15000,1.00,0,4331,KRW,rate from 'default'
0,shelf,0.8841,32000,1.05,30000,30000,KRW,
1,object,0.0071,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,book,0.0306,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0419,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0852,15000,1.00,0,1278,KRW,rate from 'default'
3,book,0.0721,15000,1.00,0,1081,KRW,rate from 'default'
4,bookshelf,0.8295,36000,1.10,40000,40000,KRW,
5,book,0.0110,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,book,0.0722,15000,1.00,0,1083,KRW,rate from 'default'
0,door,0.0609,0,0.00,0,0,KRW,excluded (non-movable)
1,window,0.1745,0,0.00,0,0,KRW,excluded (non-movable)
2,box,0.0288,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,bookshelf,0.8656,36000,1.10,40000,40000,KRW,
1,doorframe,0.2183,0,0.00,0,0,KRW,excluded (non-movable)
2,book,0.0260,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0205,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,door,0.2061,0,0.00,0,0,KRW,excluded (non-movable)
0,shelf,0.9787,32000,1.05,30000,32884,KRW,
1,door,0.4316,0,0.00,0,0,KRW,excluded (non-movable)
2,door,0.0318,0,0.00,0,0,KRW,excluded (non-movable)
0,book,0.0173,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.0216,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,book,0.0429,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,book,0.0126,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,bookshelf,0.9645,36000,1.10,40000,40000,KRW,
5,book,0.0173,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,book,0.0752,15000,1.00,0,1128,KRW,rate from 'default'
7,bookshelf,0.1158,36000,1.10,40000,40000,KRW,
8,book,0.0185,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,book,0.0795,15000,1.00,0,1192,KRW,rate from 'default'
10,book,0.0798,15000,1.00,0,1197,KRW,rate from 'default'
11,book,0.1247,15000,1.00,0,1870,KRW,rate from 'default'
0,book,0.0393,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,book,0.2030,15000,1.00,0,3045,KRW,rate from 'default'
2,bookshelf,1.0476,36000,1.10,40000,41484,KRW,
3,book,0.0119,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0393,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,book,0.0039,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,book,0.1647,15000,1.00,0,2470,KRW,rate from 'default'
7,book,0.0192,0,0.00,0,0,KRW,skipped (< 0.05 m^3)

,total_volume_m3,97.0254,,,,,,non-movable items excluded
,items_subtotal,,,,,4412704,KRW,
,base_labor_fee,,,,,0,KRW,
,pre_vat,,,,,4412704,KRW,
,VAT,,,,,441270,KRW,
,TOTAL,,,,,4853974,KRW,
